	seqid	start	end	strand	motherlength	length	neighbor_gene	flag	distance	correlation	transcription	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand
head29219	SM_V7_ZW	65141274	65142274	+	574	1000	Smp_244250	olap	0.0		0.3515643055811244	65056775.0	65179172.0	-	122397	2.2932358928555896	False
head2922	SM_V7_6	1915875	1916875	-	717	1000	Smp_074140	olap	0.0	0.6355963052061053	47.95739520371673	1912422.0	1935527.0	+	23105	35.00161136059753	False
head29225	SM_V7_ZW	65199678	65200678	-	2211	1000	Smp_167810	olap	0.0	0.3063150993096008	5.068241049959735	65189676.0	65220320.0	+	30644	2.6473149851478146	False
head29232	SM_V7_ZW	65240931	65241931	+	1534	1000	Smp_084140	olap	0.0	0.13978486568054066	22.636413718947406	65230396.0	65247810.0	+	17414	28.30503549947863	True
head29240	SM_V7_ZW	65288976	65289976	-	198	1000	Smp_167800	olap	0.0	0.6630642229144561	3.9462716451597264	65273767.0	65307761.0	+	33994	12.377337137666611	False
head29243	SM_V7_1	65304644	65305644	-	3186	1000	Smp_147890	esq	12532.0		0.0	65235497.0	65292112.0	-	56615	0.28222347625771527	True
head29244	SM_V7_1	65317991	65318991	-	3189	1000	Smp_213930	dir	4124.0		0.0	65323115.0	65345666.0	+	22551	18.40583694374107	False
head29247	SM_V7_ZW	65347207	65348207	-	147	1000	Smp_244190	olap	0.0		0.44073607567991346	65316067.0	65438387.0	+	122320	0.9198299082999788	False
head29248	SM_V7_ZW	65362304	65363304	+	937	1000	Smp_244190	olap	0.0	0.2199812959599906	0.8837505442431327	65316067.0	65438387.0	+	122320	0.9198299082999788	True
head29251	SM_V7_1	65370719	65371719	+	149	1000	Smp_344020	olap	0.0	-0.19295252339142974	0.49903895376571605	65355332.0	65430806.0	-	75474	1.3372351112415826	False
head29259	SM_V7_ZW	65411946	65412946	-	1098	1000	Smp_244190	olap	0.0	0.3530508274743276	4.639936560006602	65316067.0	65438387.0	+	122320	0.9198299082999788	False
head29265	SM_V7_1	65451160	65452160	+	626	1000	Smp_344020	esq	20354.0		0.22733939489003935	65355332.0	65430806.0	-	75474	1.3372351112415826	False
head29271	SM_V7_1	65466090	65467090	+	433	1000	Smp_048080	dir	30874.0		0.23852378655902381	65497964.0	65528072.0	-	30108	2.98813525642685	False
head2929	SM_V7_2	1922607	1923607	+	828	1000	Smp_327340	olap	0.0		0.34554779066528263	1923078.0	1928434.0	-	5356	0.09105294620629534	False
head29298	SM_V7_ZW	65581776	65582776	-	440	1000	Smp_084090	olap	0.0	0.6321863255710083	0.7254863322792788	65558667.0	65607665.0	+	48998	5.626530911883731	False
head293	SM_V7_2H012	7214	8214	-	214	1000	Smp_320850	olap	0.0	0.2497256120276391	10.746510793733847	7336.0	41866.0	+	34530	2.5466717768960514	False
head29307	SM_V7_ZW	65666091	65667091	+	3183	1000	Smp_244200	olap	0.0	0.5365046377145782	2.7761512769562664	65658392.0	65705473.0	-	47081	3.3653694609911593	False
head29311	SM_V7_1	65677627	65678627	-	370	1000	Smp_049270	dir	12949.0		0.03068098564629972	65691576.0	65728259.0	+	36683	13.612241386052325	False
head29317	SM_V7_ZW	65736729	65737729	+	608	1000	Smp_244210	olap	0.0	-0.16977900056528802	1.869000641096173	65711956.0	65760548.0	-	48592	8.88821522483821	False
head29320	SM_V7_ZW	65793703	65794703	-	2483	1000	Smp_084010	esq	1769.0		0.03068098564629972	65775571.0	65791934.0	-	16363	6.175533669287891	True
head29328	SM_V7_ZW	65844130	65845130	-	327	1000	Smp_084010	esq	52196.0		0.0	65775571.0	65791934.0	-	16363	6.175533669287891	True
head29331	SM_V7_1	65872016	65873016	-	1301	1000	Smp_200020	olap	0.0	0.3924007020113777	3.020676327413555	65869849.0	65905780.0	+	35931	19.32859869042459	False
head29335	SM_V7_ZW	65886010	65887010	+	294	1000	Smp_306450	dir	19242.0		0.20035234506367175	65906252.0	65963854.0	-	57602	0.9873065725334076	False
head29344	SM_V7_ZW	65925435	65926435	+	221	1000	Smp_306450	olap	0.0		0.04086317824933114	65906252.0	65963854.0	-	57602	0.9873065725334076	False
head29349	SM_V7_1	65948434	65949434	+	941	1000	Smp_200020	esq	42654.0		0.0	65869849.0	65905780.0	+	35931	19.32859869042459	True
head29352	SM_V7_1	65961998	65962998	+	194	1000	Smp_332590	dir	42134.0		0.12847414152775669	66005132.0	66018007.0	+	12875	1.1733052736072445	True
head29353	SM_V7_1	65961292	65962292	-	443	1000	Smp_332590	dir	42840.0		0.6308703097536678	66005132.0	66018007.0	+	12875	1.1733052736072445	False
head29355	SM_V7_1	65969767	65970767	-	1117	1000	Smp_332590	dir	34365.0		0.08179356041726502	66005132.0	66018007.0	+	12875	1.1733052736072445	False
head29356	SM_V7_ZW	65972841	65973841	-	3187	1000	Smp_306450	esq	8987.0		0.03068098564629972	65906252.0	65963854.0	-	57602	0.9873065725334076	True
head29358	SM_V7_1	66004569	66005569	-	172	1000	Smp_332590	olap	0.0	0.18100306431920965	0.4177224428338753	66005132.0	66018007.0	+	12875	1.1733052736072445	False
head29362	SM_V7_1	66069464	66070464	+	191	1000	Smp_302360	olap	0.0	0.7055912855624736	1.1173610626553634	66041860.0	66098095.0	-	56235	18.391622188178214	False
head29365	SM_V7_ZW	66077422	66078422	+	571	1000	Smp_055870	olap	0.0	0.7464136482801589	2.025619014778444	66038828.0	66116286.0	+	77458	13.601279491773983	True
head29366	SM_V7_1	66085832	66086832	+	222	1000	Smp_302360	olap	0.0	0.9781170248340813	49.24527438094107	66041860.0	66098095.0	-	56235	18.391622188178214	False
head29370	SM_V7_ZW	66100022	66101022	+	1216	1000	Smp_055870	olap	0.0	0.9418380907468954	1.1751276355695688	66038828.0	66116286.0	+	77458	13.601279491773983	True
head29372	SM_V7_1	66111984	66112984	+	346	1000	Smp_302370	olap	0.0	0.7242594475551065	1.069822889068177	66101094.0	66138765.0	-	37671	10.525835222026487	False
head29374	SM_V7_1	66146082	66147082	+	235	1000	Smp_148590	olap	0.0	0.8098420121372796	8.093919823831685	66140089.0	66150954.0	+	10865	3.7372622796883883	True
head29388	SM_V7_1	66342444	66343444	-	106	1000	Smp_344120	dir	4000.0		0.4136785091972721	66347444.0	66368230.0	+	20786	0.2323212789023441	False
head29389	SM_V7_ZW	66346278	66347278	-	191	1000	Smp_151930	olap	0.0		0.5676185870483906	66339269.0	66353374.0	+	14105	0.7700314746455501	False
head2939	SM_V7_1	1926742	1927742	+	223	1000	Smp_311250	esq	88222.0		0.0	1829088.0	1838520.0	+	9432	0.1986296483231524	True
head29392	SM_V7_1	66368845	66369845	-	3186	1000	Smp_344120	esq	615.0		0.0	66347444.0	66368230.0	+	20786	0.2323212789023441	False
head294	SM_V7_ZWH011	8711	9711	+	247	1000					0.0						False
head29401	SM_V7_1	66485820	66486820	+	546	1000	Smp_049500	olap	0.0	0.8612958446273703	137.2177080160507	66467952.0	66486910.0	-	18958	45.67178624348519	False
head29404	SM_V7_ZW	66517813	66518813	+	110	1000	Smp_142320	olap	0.0	0.9461029615834258	46.93708017214196	66498439.0	66547461.0	+	49022	6.6516994946214725	True
head29418	SM_V7_ZW	66652054	66653054	+	67	1000	Smp_085380	olap	0.0	0.9118575425988324	37.91698448223238	66641503.0	66671565.0	-	30062	19.39327806712424	False
head29419	SM_V7_1	66659283	66660283	-	560	1000	Smp_319870	olap	0.0		0.28773955003702	66639634.0	66659588.0	+	19954	0.18013639944591775	False
head29429	SM_V7_ZW	66705992	66706992	-	411	1000	Smp_146440	esq	3204.0	0.4357478634522042	4.689115429942621	66689069.0	66702788.0	+	13719	5.01907887499031	False
head29430	SM_V7_1	66709612	66710612	+	188	1000	Smp_344130	olap	0.0		0.12847414152775669	66704486.0	66738559.0	-	34073	0.23567052210104386	False
head29437	SM_V7_ZW	66764228	66765228	-	3184	1000	Smp_335170	esq	10883.0	0.12437267259255405	0.9796529700806851	66742883.0	66753345.0	-	10462	2.8770202400634535	True
head2944	SM_V7_6	1938847	1939847	+	578	1000	Smp_074140	esq	3320.0	0.8474638783437197	3.539492081562838	1912422.0	1935527.0	+	23105	35.00161136059753	True
head29450	SM_V7_1	66830101	66831101	+	690	1000	Smp_049580	esq	14503.0		0.5915640256935313	66789269.0	66815598.0	-	26329	5.655287175050714	False
head29452	SM_V7_1	66838526	66839526	+	222	1000	Smp_049600	dir	15217.0	0.427807985799224	0.6727653485287527	66854743.0	66863744.0	-	9001	63.238122003412954	False
head29463	SM_V7_ZW	66897771	66898771	+	368	1000	Smp_153110	dir	2287.0	0.5152575042309803	4.4013027075364715	66901058.0	66934443.0	+	33385	2.9774172239535734	True
head29469	SM_V7_ZW	66934870	66935870	+	411	1000	Smp_153110	esq	427.0	0.3480221717688314	57.77968252051315	66901058.0	66934443.0	+	33385	2.9774172239535734	True
head29477	SM_V7_1	66972362	66973362	-	871	1000	Smp_148720	esq	3217.0		0.0	66933512.0	66969145.0	-	35633	3.9181038390552496	True
head29479	SM_V7_1	66974458	66975458	-	270	1000	Smp_148720	esq	5313.0		0.0	66933512.0	66969145.0	-	35633	3.9181038390552496	True
head29481	SM_V7_1	66990997	66991997	-	3183	1000	Smp_148720	esq	21852.0		0.0	66933512.0	66969145.0	-	35633	3.9181038390552496	True
head29488	SM_V7_ZW	67017225	67018225	+	293	1000	Smp_130600	esq	5630.0		0.3500633374752382	66983276.0	67011595.0	-	28319	50.67245542063266	False
head29489	SM_V7_ZW	67020925	67021925	+	262	1000	Smp_130600	esq	9330.0		0.22494909212712944	66983276.0	67011595.0	-	28319	50.67245542063266	False
head29492	SM_V7_1	67025397	67026397	+	551	1000	Smp_187800	dir	12091.0		0.3122765869416504	67038488.0	67232402.0	+	193914	0.8048217991350626	True
head29499	SM_V7_ZW	67056492	67057492	+	1132	1000	Smp_130580	dir	1630.0		0.26054509113645447	67059122.0	67076984.0	-	17862	10.429249160559557	False
head29500	SM_V7_1	67056936	67057936	-	678	1000	Smp_187800	olap	0.0		0.15566860042832226	67038488.0	67232402.0	+	193914	0.8048217991350626	False
head29503	SM_V7_1	67085586	67086586	+	1247	1000	Smp_187800	olap	0.0		0.2213760912059494	67038488.0	67232402.0	+	193914	0.8048217991350626	True
head29504	SM_V7_1	67095728	67096728	-	1118	1000	Smp_187800	olap	0.0		0.4803404809934481	67038488.0	67232402.0	+	193914	0.8048217991350626	False
head29507	SM_V7_1	67107642	67108642	+	670	1000	Smp_187800	olap	0.0		0.03068098564629972	67038488.0	67232402.0	+	193914	0.8048217991350626	True
head2951	SM_V7_7	1941801	1942801	-	478	1000	Smp_130300	esq	9966.0	0.21142725855946085	0.5714886100909758	1872655.0	1931835.0	+	59180	20.26395396116002	False
head29520	SM_V7_ZW	67170192	67171192	+	527	1000	Smp_244080	olap	0.0	0.6420521618969609	1.5131697766093644	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29538	SM_V7_ZW	67260624	67261624	+	166	1000	Smp_244080	olap	0.0		0.2722784822613464	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29539	SM_V7_1	67264712	67265712	-	383	1000	Smp_049740	olap	0.0	0.16199721718030274	80.55398592192277	67264298.0	67327112.0	+	62814	6.92433960934183	False
head29543	SM_V7_ZW	67295547	67296547	+	572	1000	Smp_244080	olap	0.0	-0.21079394342433005	0.2575043126500729	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29544	SM_V7_ZW	67311313	67312313	+	238	1000	Smp_244080	olap	0.0	-0.7609081635140387	0.5813934150598362	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29546	SM_V7_1	67322377	67323377	-	308	1000	Smp_049740	olap	0.0	0.6312899285572083	15.04004620473481	67264298.0	67327112.0	+	62814	6.92433960934183	False
head29547	SM_V7_1	67323007	67324007	-	321	1000	Smp_049740	olap	0.0	-0.08605484154552959	9.796517079752467	67264298.0	67327112.0	+	62814	6.92433960934183	False
head29549	SM_V7_ZW	67334580	67335580	+	3183	1000	Smp_244080	esq	9526.0	0.7032004224987769	1.6441770549534391	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29550	SM_V7_ZW	67334647	67335647	-	418	1000	Smp_244080	esq	9593.0	0.4658596343029298	0.520057213498996	67105199.0	67325054.0	-	219855	4.342314185032899	True
head29551	SM_V7_ZW	67345760	67346760	+	234	1000	Smp_244080	esq	20706.0	0.1816463473377688	1.8231448250001776	67105199.0	67325054.0	-	219855	4.342314185032899	False
head29552	SM_V7_ZW	67360652	67361652	+	75	1000	Smp_130540	dir	30296.0	-0.14814637738708894	1.4900544071315078	67391948.0	67419975.0	+	28027	24.60576956310105	True
head29554	SM_V7_ZW	67368460	67369460	-	551	1000	Smp_130540	dir	22488.0	0.2796915916856044	2.613202135149148	67391948.0	67419975.0	+	28027	24.60576956310105	False
head29555	SM_V7_1	67382030	67383030	-	155	1000	Smp_059820	esq	1526.0	0.7798313341403157	1.01213560143363	67362639.0	67380504.0	-	17865	8.455683319126393	True
head29557	SM_V7_1	67391515	67392515	+	1813	1000	Smp_059810	olap	0.0	0.4303122037303685	3.2400320760837897	67389064.0	67399794.0	-	10730	20.002737767152844	False
head29559	SM_V7_ZW	67419238	67420238	-	380	1000	Smp_130540	olap	0.0	0.01116308515027568	7.703841833586301	67391948.0	67419975.0	+	28027	24.60576956310105	False
head29561	SM_V7_1	67429804	67430804	+	1009	1000	Smp_302450	esq	1472.0		0.19726706187682447	67404518.0	67428332.0	+	23814	1.2662455293086041	True
head29565	SM_V7_1	67496931	67497931	+	1009	1000	Smp_302480	esq	1414.0		0.0	67490730.0	67495517.0	+	4787	7.610502568746805	True
head29572	SM_V7_1	67552243	67553243	+	357	1000	Smp_059780	esq	6697.0		0.19329716581595674	67526389.0	67545546.0	-	19157	14.283509310327272	False
head29573	SM_V7_ZW	67557372	67558372	+	52	1000	Smp_342500	dir	35475.0		0.0	67593847.0	67600944.0	-	7097	9.401187067883193	False
head29579	SM_V7_1	67587707	67588707	+	908	1000	Smp_093710	olap	0.0	0.9760533756455424	5.004967457105019	67588070.0	67589603.0	+	1533	5.867851119414491	True
head29580	SM_V7_ZW	67587382	67588382	-	323	1000	Smp_342500	dir	5465.0		0.36878311748397036	67593847.0	67600944.0	-	7097	9.401187067883193	True
head29582	SM_V7_ZW	67611141	67612141	-	513	1000	Smp_130500	dir	5324.0	0.4667636798112099	1.624777531185442	67617465.0	67625974.0	-	8509	2.8780438598568088	True
head29587	SM_V7_ZW	67674212	67675212	-	1612	1000	Smp_130480	olap	0.0	0.8535390778934743	15.860613789325347	67657958.0	67690841.0	+	32883	9.139512524531803	False
head29593	SM_V7_1	67717146	67718146	-	824	1000	Smp_213960	olap	0.0	0.796629645298604	17.886655980042814	67700260.0	67719554.0	+	19294	20.14989715548989	False
head29599	SM_V7_ZW	67782128	67783128	+	551	1000	Smp_130460	olap	0.0	0.9485070131828712	11.120813294336541	67760317.0	67782970.0	+	22653	8.840211052230304	True
head29600	SM_V7_1	67783538	67784538	+	737	1000	Smp_158560	dir	4672.0		0.06423707076387834	67789210.0	67856434.0	+	67224	22.730931917980023	True
head29606	SM_V7_1	67809498	67810498	-	282	1000	Smp_158560	olap	0.0	0.1933896920029806	10.502541560177006	67789210.0	67856434.0	+	67224	22.730931917980023	False
head29607	SM_V7_ZW	67846098	67847098	-	1021	1000	Smp_130440	olap	0.0	-0.3981328989548785	8.439894609129196	67824878.0	67939330.0	+	114452	4.10540790968109	False
head29611	SM_V7_ZW	67877269	67878269	-	223	1000	Smp_130440	olap	0.0	0.9600195056813652	14.115284246190345	67824878.0	67939330.0	+	114452	4.10540790968109	False
head2962	SM_V7_ZW	1944228	1945228	-	500	1000	Smp_048520	dir	1650.0	-0.07611440436348355	1.4939387041572063	1946878.0	1958790.0	-	11912	15.151064346564942	True
head29621	SM_V7_ZW	68011409	68012409	+	1605	1000	Smp_306610	olap	0.0		0.04086317824933114	67984629.0	68015662.0	-	31033	0.7224859689809411	False
head29633	SM_V7_1	68086217	68087217	-	370	1000	Smp_158540	esq	7861.0		1.274294788561964	68076693.0	68078356.0	+	1663	0.079721079112272	False
head29639	SM_V7_ZW	68116110	68117110	+	1394	1000	Smp_333240	esq	14818.0	-0.4380783361463105	47.812998622976075	68082942.0	68101292.0	-	18350	2.626889815861337	False
head29651	SM_V7_ZW	68151123	68152123	-	314	1000	Smp_266810	olap	0.0		1.6173272019853908	68148046.0	68167642.0	-	19596	5.800990278614974	True
head29655	SM_V7_1	68159923	68160923	-	315	1000	Smp_154730	dir	35043.0		0.10733088168133396	68195966.0	68269169.0	+	73203	3.421824214577828	False
head29656	SM_V7_1	68162552	68163552	-	477	1000	Smp_154730	dir	32414.0		0.03068098564629972	68195966.0	68269169.0	+	73203	3.421824214577828	False
head29661	SM_V7_1	68192969	68193969	+	3186	1000	Smp_154730	dir	1997.0		0.800900887039885	68195966.0	68269169.0	+	73203	3.421824214577828	True
head29664	SM_V7_1	68208067	68209067	-	789	1000	Smp_154730	olap	0.0		0.5754952463580073	68195966.0	68269169.0	+	73203	3.421824214577828	False
head29666	SM_V7_1	68225432	68226432	-	208	1000	Smp_154730	olap	0.0	0.14514183400582575	1.4384898869350375	68195966.0	68269169.0	+	73203	3.421824214577828	False
head29672	SM_V7_ZW	68283186	68284186	+	1394	1000	Smp_306630	olap	0.0	0.9371344805912368	39.13575771051074	68243044.0	68302379.0	+	59335	7.226775850485415	True
head29678	SM_V7_1	68340588	68341588	+	733	1000	Smp_154740	olap	0.0	0.34180740289424194	1.9061473175825698	68340762.0	68347726.0	-	6964	5.553268249260016	False
head29681	SM_V7_1	68363541	68364541	+	240	1000	Smp_210380	olap	0.0	0.5286111685806857	11.526343935598355	68356750.0	68366504.0	+	9754	20.779238053425598	True
head29687	SM_V7_ZW	68390987	68391987	+	314	1000	Smp_242930	esq	4362.0	0.020203314706962624	1.1247411033642716	68375304.0	68386625.0	+	11321	17.85281764004978	True
head2969	SM_V7_6	1953634	1954634	-	324	1000	Smp_074150	olap	0.0	0.5355319339537976	0.767331594566625	1945757.0	1985051.0	+	39294	6.10412575642569	False
head29694	SM_V7_1	68429799	68430799	+	660	1000	Smp_154760	olap	0.0		0.08158337670169667	68415660.0	68494591.0	+	78931	6.240098360196512	True
head29696	SM_V7_1	68438153	68439153	-	88	1000	Smp_154760	olap	0.0		0.10733088168133396	68415660.0	68494591.0	+	78931	6.240098360196512	False
head29706	SM_V7_ZW	68543331	68544331	+	104	1000	Smp_315810	olap	0.0		0.5460000381093157	68473440.0	68667932.0	-	194492	6.080712215050713	False
head2971	SM_V7_3	1953833	1954833	-	2779	1000	Smp_160000	dir	3587.0		0.021076339132628557	1958420.0	1990640.0	+	32220	45.35625472244236	False
head29712	SM_V7_1	68589307	68590307	-	279	1000	Smp_060750	olap	0.0		0.24220892388950188	68589030.0	68604700.0	+	15670	0.4238108205393827	False
head29714	SM_V7_1	68597832	68598832	+	340	1000	Smp_060750	olap	0.0		0.0939100030441854	68589030.0	68604700.0	+	15670	0.4238108205393827	True
head29718	SM_V7_1	68603319	68604319	+	123	1000	Smp_060750	olap	0.0	0.7718719065711667	0.6479880609310672	68589030.0	68604700.0	+	15670	0.4238108205393827	True
head29726	SM_V7_1	68678204	68679204	-	120	1000	Smp_247220	olap	0.0	-0.1769138323247005	1.2425624304829657	68636980.0	68710869.0	+	73889	3.095136085603839	False
head29728	SM_V7_1	68703349	68704349	+	355	1000	Smp_247220	olap	0.0	0.743526613518347	20.74765266410288	68636980.0	68710869.0	+	73889	3.095136085603839	True
head29732	SM_V7_ZW	68723132	68724132	-	243	1000	Smp_168660	esq	8178.0		0.0	68688312.0	68714954.0	+	26642	17.95169898095837	False
head29733	SM_V7_1	68725414	68726414	-	1281	1000	Smp_344660	olap	0.0		0.13629863701709322	68723860.0	68730898.0	+	7038	0.2905939256109393	False
head29743	SM_V7_ZW	68735073	68736073	-	467	1000	Smp_168670	dir	7359.0		0.0	68743432.0	68817649.0	+	74217	1.1894094369684571	False
head29745	SM_V7_1	68740805	68741805	+	513	1000	Smp_168270	olap	0.0	0.10114456701686099	1.6329880160871	68735185.0	68761796.0	-	26611	2.417898501671164	False
head29747	SM_V7_ZW	68740013	68741013	-	407	1000	Smp_168670	dir	2419.0		0.0	68743432.0	68817649.0	+	74217	1.1894094369684571	False
head29751	SM_V7_ZW	68767875	68768875	+	95	1000	Smp_168670	olap	0.0		0.0	68743432.0	68817649.0	+	74217	1.1894094369684571	True
head29753	SM_V7_1	68793935	68794935	+	410	1000	Smp_345780	esq	11637.0		0.5153671325093689	68767513.0	68782298.0	+	14785	6.166674862195988	True
head29755	SM_V7_1	68804421	68805421	-	272	1000	Smp_168250	dir	1701.0		0.0	68807122.0	68814910.0	+	7788	0.08718439229072454	False
head29758	SM_V7_1	68826994	68827994	+	407	1000	Smp_168250	esq	12084.0		0.11862598856500947	68807122.0	68814910.0	+	7788	0.08718439229072454	True
head29763	SM_V7_1	68843225	68844225	-	560	1000	Smp_168240	dir	14371.0		0.08179356041726502	68858596.0	68909709.0	-	51113	2.2004150513978025	True
head29768	SM_V7_ZW	68888413	68889413	-	388	1000	Smp_162860	dir	10094.0		0.12258953474799343	68899507.0	68930298.0	-	30791	0.8058943602256545	True
head29780	SM_V7_ZW	68990686	68991686	-	146	1000	Smp_075440	olap	0.0	0.9334144276775236	36.129813808153735	68954772.0	68990826.0	-	36054	16.940837547903485	True
head2979	SM_V7_7	1961889	1962889	+	393	1000	Smp_130300	esq	30054.0	-0.8729746350696437	1.7542905491115723	1872655.0	1931835.0	+	59180	20.26395396116002	True
head29791	SM_V7_ZW	69054659	69055659	+	3187	1000	Smp_075420	esq	4081.0		0.3068098564629972	69039005.0	69050578.0	-	11573	69.36373174508901	False
head29793	SM_V7_ZW	69062551	69063551	-	1635	1000	Smp_075420	esq	11973.0		0.35546314754663255	69039005.0	69050578.0	-	11573	69.36373174508901	True
head29806	SM_V7_ZW	69133205	69134205	+	637	1000	Smp_162840	olap	0.0	0.91162685511401	1.6503778136627054	69133282.0	69135229.0	-	1947	1.4174525909117988	False
head29817	SM_V7_ZW	69205711	69206711	+	273	1000	Smp_075350	esq	1965.0	0.2577447518277265	1.596514648854575	69198024.0	69203746.0	+	5722	116.91132030526467	True
head29819	SM_V7_ZW	69218126	69219126	+	1549	1000	Smp_075350	esq	14380.0	0.8144179343927187	3.308833660000897	69198024.0	69203746.0	+	5722	116.91132030526467	True
head29821	SM_V7_ZW	69221962	69222962	-	334	1000	Smp_075350	esq	18216.0		0.06136197129259944	69198024.0	69203746.0	+	5722	116.91132030526467	False
head29823	SM_V7_ZW	69232206	69233206	+	573	1000	Smp_075330	dir	16668.0		0.12272394258519888	69249874.0	69251602.0	+	1728	9.689306421242936	True
head29830	SM_V7_1	69297613	69298613	+	2319	1000	Smp_172140	olap	0.0	0.5047874084100493	0.6414104955413379	69285139.0	69298123.0	+	12984	1.355299178885654	True
head29831	SM_V7_ZW	69295970	69296970	-	3206	1000	Smp_162810	olap	0.0	0.030761308990913207	1.5716434489236595	69295833.0	69325700.0	-	29867	0.21935908738013002	True
head29833	SM_V7_1	69342716	69343716	-	1235	1000	Smp_172130	esq	331.0		0.02043158912466557	69309068.0	69342385.0	-	33317	8.715129964240202	True
head29835	SM_V7_ZW	69349789	69350789	-	969	1000	Smp_333260	dir	9985.0		0.11586704789242765	69360774.0	69428028.0	+	67254	8.238395984184285	False
head2984	SM_V7_6	1970280	1971280	+	404	1000	Smp_074150	olap	0.0	0.8329510390279355	12.77977783949506	1945757.0	1985051.0	+	39294	6.10412575642569	True
head29845	SM_V7_1	69415869	69416869	-	3186	1000	Smp_196040	olap	0.0	0.7869309787089502	103.151675234567	69406919.0	69426527.0	+	19608	30.12104622415602	False
head29852	SM_V7_ZW	69469603	69470603	-	681	1000	Smp_162790	dir	4316.0		0.0	69474919.0	69506540.0	-	31621	3.0722648473029963	True
head29869	SM_V7_ZW	69571374	69572374	+	160	1000	Smp_341190	olap	0.0		0.2842693725221652	69563805.0	69577520.0	-	13715	0.23970624782368705	False
head29870	SM_V7_1	69575642	69576642	+	358	1000	Smp_332610	olap	0.0		0.04086317824933114	69539810.0	69591635.0	-	51825	0.5721587526041805	False
head29871	SM_V7_ZW	69575837	69576837	+	209	1000	Smp_341190	olap	0.0		0.48649046013250885	69563805.0	69577520.0	-	13715	0.23970624782368705	False
head29875	SM_V7_ZW	69601957	69602957	+	575	1000	Smp_075220	olap	0.0	0.8746649909149133	47.96811420797287	69594717.0	69623605.0	-	28888	17.163058330957654	False
head29877	SM_V7_ZW	69611717	69612717	+	321	1000	Smp_075220	olap	0.0	-0.23541687227193306	1.6450585152965396	69594717.0	69623605.0	-	28888	17.163058330957654	False
head29880	SM_V7_1	69620881	69621881	+	185	1000	Smp_172070	esq	856.0	-0.2298489954411859	1.5612095077677486	69600268.0	69620025.0	-	19757	31.363099846733405	False
head29886	SM_V7_1	69643468	69644468	-	839	1000	Smp_172060	olap	0.0	0.7353409556445317	19.40910676761453	69635592.0	69660125.0	+	24533	7.122232868808717	False
head29900	SM_V7_1	69742090	69743090	-	2926	1000	Smp_172040	olap	0.0	0.7779113591914218	1.9452629461710365	69738732.0	69879132.0	+	140400	2.1716981357134175	False
head29902	SM_V7_1	69747162	69748162	-	220	1000	Smp_172040	olap	0.0	0.7431997543327137	1.6947925410531508	69738732.0	69879132.0	+	140400	2.1716981357134175	False
head2991	SM_V7_6	1971998	1972998	-	172	1000	Smp_074150	olap	0.0	0.36660955665992506	23.632246718562353	1945757.0	1985051.0	+	39294	6.10412575642569	False
head29913	SM_V7_1	69866283	69867283	-	541	1000	Smp_172040	olap	0.0	0.9149823314040848	8.927894432386667	69738732.0	69879132.0	+	140400	2.1716981357134175	False
head29915	SM_V7_1	69877276	69878276	-	61	1000	Smp_172040	olap	0.0	0.9659091388183526	19.34940669235731	69738732.0	69879132.0	+	140400	2.1716981357134175	False
head29921	SM_V7_1	69926783	69927783	+	174	1000	Smp_161330	esq	13387.0		0.0	69902802.0	69913396.0	+	10594	0.5577362215053939	True
head29924	SM_V7_ZW	69933149	69934149	-	78	1000	Smp_096270	olap	0.0		0.1975934043910899	69922299.0	69960092.0	+	37793	2.715259008787931	False
head29926	SM_V7_1	69945706	69946706	+	629	1000	Smp_334900	olap	0.0	0.5998693509637826	1.3025615389876235	69941286.0	69948628.0	-	7342	0.5569359379768697	False
head29935	SM_V7_1	69971321	69972321	-	3181	1000	Smp_072190	esq	12235.0		0.06136197129259944	69953935.0	69959086.0	-	5151	109.22328610809208	True
head29939	SM_V7_1	70022575	70023575	+	1257	1000	Smp_161350	esq	4177.0		1.0274088951701805	70001746.0	70018398.0	-	16652	10.443346516517302	False
head2994	SM_V7_ZW	1972110	1973110	-	863	1000	Smp_048520	esq	13320.0	-0.009557192382047755	0.6517734617575988	1946878.0	1958790.0	-	11912	15.151064346564942	True
head29940	SM_V7_1	70024582	70025582	-	3183	1000	Smp_161350	esq	6184.0		0.5517711679192087	70001746.0	70018398.0	-	16652	10.443346516517302	True
head29941	SM_V7_1	70042099	70043099	+	743	1000	Smp_072210	dir	22904.0		0.09204295693889916	70066003.0	70077248.0	-	11245	68.43190710613442	False
head29943	SM_V7_ZW	70047851	70048851	+	297	1000	Smp_096240	olap	0.0	0.007226225133969558	1.579970381998388	70027617.0	70071280.0	+	43663	34.97546085727997	True
head29953	SM_V7_ZW	70098588	70099588	+	1352	1000	Smp_096240	esq	27308.0		0.2876005634356549	70027617.0	70071280.0	+	43663	34.97546085727997	True
head29971	SM_V7_ZW	70194757	70195757	-	79	1000	Smp_129820	esq	6168.0		0.15915512717405642	70127957.0	70188589.0	+	60632	5.761725985610437	False
head29973	SM_V7_ZW	70200482	70201482	+	74	1000	Smp_129820	esq	11893.0		0.042152678265257114	70127957.0	70188589.0	+	60632	5.761725985610437	True
